id,time,res_age,res_gender,ch_ageY,ch_ageM,ch_gender,school,fa_num,sib_num,education,conduct,hyperactive,emotional,peer,prosocial,sdq_sum,ch_sh,ios_cg,ios_oth,scr_time,outside_playing,lessons,excludeT1T2,excludeT2T3
555,T2,29,2,2,25,2,inf,3,1,4,2,6,0,0,6,8,2,6,4,1.178571429,0.5,0,NA,excluded
557,T2,46,2,6,78,2,sch,6,3,2,0,1,0,0,10,1,2,7,2,1.285714286,0.107142857,0.214285714,NA,adopted
558,T2,32,2,8,103,2,sch,4,2,3,0,3,6,2,9,11,2,3,1,7.535714286,0.107142857,0.107142857,NA,adopted
559,T2,41,2,7,84,2,sch,4,2,3,1,3,1,5,6,10,2,2,3,3.178571429,0.107142857,0,NA,adopted
560,T2,32,2,0,1,1,inf,6,4,2,4,10,0,6,0,20,NA,7,1,0.5,0,0,NA,excluded
561,T2,36,2,9,110,2,sch,3,1,4,0,2,2,1,7,5,2,5,3,1.321428571,0.107142857,0.5,NA,adopted
562,T2,31,2,1,23,2,inf,3,1,3,5,6,0,5,0,16,NA,5,3,1.75,1,0,NA,excluded
565,T2,35,2,3,45,2,inf,3,1,5,2,3,3,3,6,11,2,2,1,3.035714286,0.5,0,NA,excluded
567,T2,38,2,6,76,2,sch,5,3,2,1,3,0,1,3,5,2,7,5,1.035714286,0.214285714,0.214285714,NA,excluded
568,T2,51,2,9,112,2,sch,3,1,2,1,2,2,3,10,8,2,4,3,1.642857142,0.5,1,NA,excluded
573,T2,42,2,6,83,2,sch,3,1,4,1,5,3,2,5,11,2,4,3,2.214285715,0.428571429,0,NA,adopted
575,T2,29,2,0,8,2,inf,4,2,3,5,4,3,7,3,19,NA,2,4,1.75,0.107142857,0,NA,excluded
576,T2,47,1,9,110,2,sch,3,2,1,3,8,4,6,7,21,2,5,2,1.428571428,0,0,NA,adopted
577,T2,43,2,4,57,1,presch,3,1,2,4,6,1,2,1,13,2,1,1,4.142857143,1,0,NA,adopted
578,T2,36,2,3,41,2,inf,5,3,4,4,7,2,3,5,16,2,6,5,6,0.5,0,NA,excluded
580,T2,49,2,9,110,1,sch,3,1,4,2,3,3,3,6,11,2,2,4,4.607142857,0.035714286,0.5,NA,excluded
588,T2,39,2,2,31,2,inf,3,1,4,2,2,3,1,9,8,2,5,5,1.285714285,0.214285714,0,NA,excluded
589,T2,37,2,6,80,2,sch,4,2,3,0,0,7,2,10,9,2,7,1,4.75,0.5,0.214285714,NA,excluded
592,T2,41,2,5,70,2,presch,4,2,2,2,4,1,0,4,7,2,5,4,2.25,0.5,0.214285714,NA,excluded
593,T2,38,2,0,7,2,inf,3,1,2,2,4,0,4,0,10,2,1,1,1.035714286,0,0,NA,excluded
594,T2,42,2,6,81,2,sch,5,3,2,1,4,5,1,6,11,2,7,2,4.178571429,0.035714286,0,NA,adopted
595,T2,59,1,5,61,1,presch,4,2,4,1,2,0,1,5,4,2,4,2,2.928571428,0.071428571,0,NA,excluded
596,T2,30,2,0,9,2,inf,3,1,5,1,4,1,4,0,10,NA,2,2,1.5,0.107142857,0,NA,excluded
597,T2,33,2,2,33,2,inf,4,2,4,0,4,3,4,7,11,NA,6,2,3.178571429,0.107142857,0.035714286,NA,excluded
598,T2,36,2,4,54,2,presch,4,2,4,2,5,1,1,5,9,2,2,1,3.25,2,0,NA,excluded
599,T2,39,2,7,92,2,sch,2,1,3,6,6,9,2,5,23,2,4,1,2.071428571,0.25,0.428571429,NA,adopted
602,T2,31,2,5,65,2,presch,4,2,3,0,5,0,0,8,5,2,1,1,1.785714286,0.214285714,0.5,NA,excluded
603,T2,41,2,6,73,2,sch,5,2,3,1,5,0,1,10,7,2,6,3,0.428571429,0.5,0.214285714,NA,adopted
608,T2,36,2,3,40,2,inf,4,2,4,1,0,1,3,7,5,2,4,3,2.071428572,0.214285714,0,NA,excluded
610,T2,41,2,1,22,2,inf,3,1,4,4,2,3,5,8,14,2,6,2,3.035714286,0.107142857,0,NA,excluded
613,T2,32,2,4,52,1,presch,4,1,4,6,7,3,6,2,22,2,1,1,4.178571428,0.107142857,0,NA,adopted
616,T2,42,2,8,98,2,sch,3,1,4,2,5,2,6,10,15,2,5,4,3.571428572,1,0.25,NA,excluded
618,T2,35,2,3,45,1,inf,4,2,3,3,5,3,1,3,12,2,1,1,5.142857143,1,0,NA,excluded
620,T2,33,2,1,12,1,inf,5,1,3,3,5,1,3,3,12,NA,6,2,2.035714286,1,0,NA,excluded
621,T2,39,2,2,33,1,inf,4,2,4,1,4,5,6,2,16,NA,6,2,3.5,0.5,0,NA,excluded
622,T2,27,2,0,1,1,inf,4,2,2,3,4,2,2,6,11,NA,7,2,0.571428572,0.5,0,NA,excluded
623,T2,50,2,5,67,1,presch,3,1,4,4,1,1,3,8,9,2,4,6,1.464285714,0.107142857,0,NA,excluded
624,T2,28,2,2,28,1,inf,3,1,2,2,2,0,7,2,11,NA,3,2,6,0.214285714,0,NA,excluded
629,T2,41,2,9,114,1,sch,4,2,4,2,1,1,3,4,7,2,6,2,1.964285714,0.642857143,0.5,NA,excluded
632,T2,32,2,3,47,1,inf,3,1,4,5,4,6,5,6,20,2,5,2,1.178571428,1,0.107142857,NA,excluded
633,T2,37,2,3,41,1,inf,7,4,4,2,3,1,0,4,6,2,7,3,1.25,2,0.107142857,NA,excluded
635,T2,39,2,6,77,1,sch,4,2,3,2,5,5,2,3,14,2,4,3,3.25,0.071428571,0.5,NA,adopted
638,T2,35,2,3,43,1,inf,3,1,3,1,6,0,2,5,9,2,3,3,2.214285714,0.5,0,NA,excluded
639,T2,33,2,4,53,2,presch,5,3,4,2,6,0,2,6,10,2,5,2,2.357142857,1,0.214285714,NA,adopted
643,T2,39,2,8,107,2,sch,7,5,1,5,5,6,1,4,17,2,3,3,5.607142857,0.5,0,NA,excluded
645,T2,31,2,0,9,2,inf,2,1,4,1,7,0,3,0,11,2,4,1,1.5,0.25,0,NA,excluded
646,T2,34,2,4,49,2,presch,5,3,4,2,3,2,1,8,8,2,3,4,0.75,0.5,0.214285714,NA,excluded
647,T2,35,2,7,90,1,sch,3,2,2,2,3,4,1,9,10,2,7,5,2,0.107142857,0,NA,adopted
648,T2,33,2,5,66,2,presch,4,2,4,2,4,1,1,4,8,2,6,5,1.214285715,0.5,0.214285714,NA,excluded
651,T2,39,2,4,50,1,presch,5,2,2,6,5,5,5,5,21,2,4,3,2.071428571,1,0.107142857,NA,excluded
653,T2,32,2,8,106,2,sch,4,2,2,0,3,2,1,9,6,2,2,3,3.5,0.428571429,0,NA,excluded
654,T2,42,2,5,64,2,presch,5,3,3,1,2,1,2,6,6,2,4,3,1,0.5,0,NA,adopted
655,T2,37,2,4,55,1,presch,3,1,1,3,9,4,4,3,20,2,6,5,4.535714286,1,0,NA,adopted
656,T2,35,2,7,86,1,sch,5,3,2,1,5,0,3,3,9,2,3,1,4.321428571,0.5,0,NA,excluded
658,T2,31,2,2,28,2,inf,3,1,3,2,3,3,4,4,12,NA,7,1,2.821428571,1,0.214285714,NA,excluded
660,T2,52,1,8,104,2,sch,4,2,2,4,3,1,1,8,9,5,3,4,2.428571429,0.035714286,0.214285714,NA,excluded
661,T2,27,2,2,29,1,inf,4,2,3,3,5,1,4,2,13,NA,7,2,4.357142857,0.428571429,0.214285714,NA,excluded
662,T2,46,2,8,106,1,sch,2,1,4,1,4,0,1,8,6,2,4,3,4.142857143,0.035714286,0.428571429,NA,excluded
663,T2,36,2,2,30,2,inf,3,1,2,3,4,2,2,9,11,NA,5,2,3.357142857,0.5,0,NA,excluded
664,T2,44,2,8,106,2,sch,6,1,3,4,6,2,2,9,14,2,7,5,7.678571429,0,0.214285714,NA,adopted
666,T2,35,2,2,35,1,inf,3,1,4,7,4,4,5,3,20,2,1,1,2.392857143,0.5,0,NA,excluded
668,T2,38,2,8,106,2,sch,4,2,3,1,1,0,0,5,2,2,3,2,0.678571428,1,0.214285714,NA,adopted
669,T2,35,2,5,66,2,presch,2,1,2,1,2,1,2,5,6,2,7,5,2.321428571,0.035714286,0,NA,excluded
671,T2,32,2,4,50,1,presch,6,2,4,4,5,0,4,2,13,2,3,1,2.714285714,1,0.25,NA,excluded
673,T2,45,2,2,33,2,inf,3,1,4,1,6,1,2,5,10,5,5,1,1.357142857,2,0.214285714,NA,excluded
674,T2,43,1,1,20,2,inf,4,2,2,2,6,2,1,6,11,2,6,1,2.642857143,1,0.071428571,NA,excluded
675,T2,36,2,5,71,2,presch,4,2,3,2,2,0,0,10,4,2,7,3,0.892857143,1,0.035714286,NA,excluded
676,T2,25,2,4,54,1,presch,4,2,3,4,6,2,2,7,14,2,4,2,2.178571429,1,0,NA,excluded
678,T2,26,2,1,18,2,inf,5,1,4,1,3,1,5,1,10,NA,7,2,1.142857142,0.25,0,NA,excluded
679,T2,39,2,3,38,2,inf,3,1,3,2,8,0,2,2,12,2,1,1,2.25,0.5,0,NA,excluded
680,T2,31,2,1,15,2,inf,3,1,3,4,7,2,6,0,19,NA,5,4,3.464285714,1,0,NA,excluded
681,T2,28,2,1,14,2,inf,3,1,3,2,7,2,5,0,16,NA,2,1,4.607142857,0.107142857,0,NA,excluded
683,T2,37,2,1,18,2,inf,3,1,3,3,6,2,2,3,13,2,6,4,0.142857143,1,0,NA,excluded
684,T2,26,2,3,42,2,inf,2,1,2,6,6,6,2,5,20,2,7,4,3.285714286,0.5,0,NA,excluded
688,T2,42,2,4,48,1,presch,4,2,4,5,5,4,1,9,15,2,1,2,3.607142857,0.107142857,0.214285714,NA,excluded
689,T2,35,2,0,8,1,inf,3,1,4,2,6,0,3,1,11,2,5,4,0.285714286,0.107142857,0,NA,excluded
691,T2,42,2,4,53,1,presch,3,1,3,0,5,0,4,2,9,2,2,1,1.5,0.214285714,0.214285714,NA,adopted
694,T2,28,2,0,9,1,inf,4,2,1,4,5,3,4,4,16,NA,1,2,4,0.428571429,0,NA,excluded
695,T2,28,2,0,10,2,inf,3,1,5,2,5,0,3,4,10,NA,2,3,1.571428572,0.107142857,0,NA,excluded
696,T2,35,2,0,9,2,inf,3,1,4,2,4,0,5,2,11,NA,3,2,1,0.035714286,0,NA,excluded
697,T2,39,2,0,7,2,inf,4,2,3,2,5,0,4,0,11,2,6,2,1,0.25,0,NA,excluded
698,T2,31,2,0,7,2,inf,4,2,4,2,4,0,4,0,10,2,2,2,0.5,1,0,NA,excluded
700,T2,28,2,0,9,1,inf,3,1,4,1,4,1,3,3,9,NA,7,2,1,2,0,NA,excluded
8,T3,NA,2,8,NA,NA,sch,NA,NA,NA,3,4,0,0,2,7,NA,4,3,NA,NA,NA,NA,NA
10,T3,NA,2,6,NA,NA,sch,NA,NA,NA,2,6,1,2,4,11,NA,5,3,NA,NA,NA,NA,NA
11,T3,NA,2,4,NA,NA,presch,NA,NA,NA,7,5,9,5,6,26,NA,5,3,NA,NA,NA,NA,NA
12,T3,NA,2,6,NA,NA,sch,NA,NA,NA,5,8,3,2,5,18,NA,4,2,NA,NA,NA,NA,NA
21,T3,NA,2,6,NA,NA,sch,NA,NA,NA,1,3,6,3,6,13,NA,3,2,NA,NA,NA,NA,NA
24,T3,NA,1,8,NA,NA,sch,NA,NA,NA,5,7,5,6,4,23,NA,4,1,NA,NA,NA,NA,NA
27,T3,NA,2,7,NA,NA,sch,NA,NA,NA,1,3,2,1,2,7,NA,4,2,NA,NA,NA,NA,NA
29,T3,NA,1,6,NA,NA,presch,NA,NA,NA,5,6,6,4,6,21,NA,5,2,NA,NA,NA,NA,NA
30,T3,NA,2,6,NA,NA,sch,NA,NA,NA,0,0,0,1,10,1,NA,4,4,NA,NA,NA,NA,NA
33,T3,NA,2,5,NA,NA,presch,NA,NA,NA,2,5,0,4,4,11,NA,3,2,NA,NA,NA,NA,NA
43,T3,NA,2,7,NA,NA,sch,NA,NA,NA,1,4,1,1,8,7,NA,4,4,NA,NA,NA,NA,NA
44,T3,NA,2,4,NA,NA,presch,NA,NA,NA,1,1,2,1,8,5,NA,6,5,NA,NA,NA,NA,NA
45,T3,NA,2,7,NA,NA,sch,NA,NA,NA,0,1,0,2,5,3,NA,6,4,NA,NA,NA,NA,NA
51,T3,NA,2,5,NA,NA,presch,NA,NA,NA,1,3,2,4,8,10,NA,7,6,NA,NA,NA,NA,NA
60,T3,NA,2,7,NA,NA,sch,NA,NA,NA,2,10,5,5,7,22,NA,1,1,NA,NA,NA,NA,NA
66,T3,NA,2,5,NA,NA,presch,NA,NA,NA,0,4,0,2,9,6,NA,2,2,NA,NA,NA,NA,NA
67,T3,NA,2,5,NA,NA,presch,NA,NA,NA,0,0,1,1,10,2,NA,2,4,NA,NA,NA,NA,NA
69,T3,NA,2,7,NA,NA,sch,NA,NA,NA,5,9,1,2,4,17,NA,5,5,NA,NA,NA,NA,NA
75,T3,NA,2,4,NA,NA,presch,NA,NA,NA,3,9,2,2,6,16,NA,7,5,NA,NA,NA,NA,NA
78,T3,NA,2,4,NA,NA,presch,NA,NA,NA,1,1,0,2,5,4,NA,7,4,NA,NA,NA,NA,NA
81,T3,NA,2,4,NA,NA,presch,NA,NA,NA,1,3,0,2,5,6,NA,4,2,NA,NA,NA,NA,NA
84,T3,NA,2,8,NA,NA,sch,NA,NA,NA,2,4,0,1,4,7,NA,6,4,NA,NA,NA,NA,NA
86,T3,NA,2,7,NA,NA,sch,NA,NA,NA,1,2,0,2,7,5,NA,3,2,NA,NA,NA,NA,NA
118,T3,NA,2,8,NA,NA,sch,NA,NA,NA,1,4,0,2,3,7,NA,2,1,NA,NA,NA,NA,NA
120,T3,NA,2,7,NA,NA,sch,NA,NA,NA,1,4,0,1,6,6,NA,4,1,NA,NA,NA,NA,NA
126,T3,NA,2,6,NA,NA,sch,NA,NA,NA,2,3,1,3,5,9,NA,3,6,NA,NA,NA,NA,NA
127,T3,NA,2,5,NA,NA,presch,NA,NA,NA,2,4,1,3,2,10,NA,1,1,NA,NA,NA,NA,NA
133,T3,NA,2,8,NA,NA,sch,NA,NA,NA,2,6,1,2,5,11,NA,2,2,NA,NA,NA,NA,NA
135,T3,NA,2,7,NA,NA,sch,NA,NA,NA,2,5,1,1,5,9,NA,6,6,NA,NA,NA,NA,NA
139,T3,NA,2,5,NA,NA,presch,NA,NA,NA,4,4,5,4,6,17,NA,4,3,NA,NA,NA,NA,NA
142,T3,NA,2,8,NA,NA,sch,NA,NA,NA,6,7,0,2,3,15,NA,6,6,NA,NA,NA,NA,NA
167,T3,NA,1,7,NA,NA,sch,NA,NA,NA,3,4,4,6,4,17,NA,4,3,NA,NA,NA,NA,NA
168,T3,NA,2,7,NA,NA,sch,NA,NA,NA,2,2,1,4,4,9,NA,3,2,NA,NA,NA,NA,NA
173,T3,NA,2,8,NA,NA,sch,NA,NA,NA,3,4,1,1,5,9,NA,4,3,NA,NA,NA,NA,NA
177,T3,NA,2,7,NA,NA,sch,NA,NA,NA,1,6,5,0,7,12,NA,5,5,NA,NA,NA,NA,NA
179,T3,NA,2,7,NA,NA,sch,NA,NA,NA,0,1,4,0,6,5,NA,6,5,NA,NA,NA,NA,NA
187,T3,NA,2,4,NA,NA,presch,NA,NA,NA,1,2,1,1,6,5,NA,5,3,NA,NA,NA,NA,NA
189,T3,NA,1,6,NA,NA,sch,NA,NA,NA,0,0,4,1,9,5,NA,3,6,NA,NA,NA,NA,NA
190,T3,NA,2,7,NA,NA,sch,NA,NA,NA,3,0,1,1,4,5,NA,5,5,NA,NA,NA,NA,NA
192,T3,NA,2,5,NA,NA,presch,NA,NA,NA,2,3,0,3,0,8,NA,5,4,NA,NA,NA,NA,NA
205,T3,NA,2,5,NA,NA,presch,NA,NA,NA,4,8,4,1,10,17,NA,5,5,NA,NA,NA,NA,NA
236,T3,NA,2,5,NA,NA,presch,NA,NA,NA,4,4,2,1,6,11,NA,4,3,NA,NA,NA,NA,NA
249,T3,NA,2,5,NA,NA,presch,NA,NA,NA,3,5,2,0,9,10,NA,6,4,NA,NA,NA,NA,NA
253,T3,NA,2,7,NA,NA,sch,NA,NA,NA,2,0,0,0,9,2,NA,3,2,NA,NA,NA,NA,NA
261,T3,NA,2,5,NA,NA,presch,NA,NA,NA,1,2,0,3,7,6,NA,5,2,NA,NA,NA,NA,NA
263,T3,NA,2,6,NA,NA,sch,NA,NA,NA,2,2,0,2,4,6,NA,3,2,NA,NA,NA,NA,NA
267,T3,NA,2,7,NA,NA,sch,NA,NA,NA,2,5,0,1,10,8,NA,5,3,NA,NA,NA,NA,NA
272,T3,NA,2,8,NA,NA,sch,NA,NA,NA,0,1,0,0,9,1,NA,2,1,NA,NA,NA,NA,NA
276,T3,NA,2,6,NA,NA,sch,NA,NA,NA,1,5,0,4,4,10,NA,4,2,NA,NA,NA,NA,NA
283,T3,NA,2,9,NA,NA,sch,NA,NA,NA,0,0,3,1,10,4,NA,7,5,NA,NA,NA,NA,NA
286,T3,NA,2,7,NA,NA,sch,NA,NA,NA,2,4,5,3,7,14,NA,7,5,NA,NA,NA,NA,NA
291,T3,NA,2,9,NA,NA,sch,NA,NA,NA,3,7,1,3,7,14,NA,3,2,NA,NA,NA,NA,NA
295,T3,NA,2,6,NA,NA,sch,NA,NA,NA,6,7,1,1,2,15,NA,3,2,NA,NA,NA,NA,NA
301,T3,NA,2,6,NA,NA,presch,NA,NA,NA,1,5,1,3,5,10,NA,7,2,NA,NA,NA,NA,NA
310,T3,NA,2,8,NA,NA,sch,NA,NA,NA,2,2,0,2,6,6,NA,7,5,NA,NA,NA,NA,NA
312,T3,NA,2,7,NA,NA,sch,NA,NA,NA,0,1,3,2,5,6,NA,4,4,NA,NA,NA,NA,NA
323,T3,NA,2,5,NA,NA,presch,NA,NA,NA,1,2,0,3,6,6,NA,4,2,NA,NA,NA,NA,NA
324,T3,NA,2,8,NA,NA,sch,NA,NA,NA,1,0,0,0,7,1,NA,4,2,NA,NA,NA,NA,NA
326,T3,NA,2,4,NA,NA,presch,NA,NA,NA,1,4,0,0,8,5,NA,7,3,NA,NA,NA,NA,NA
332,T3,NA,2,9,NA,NA,sch,NA,NA,NA,0,2,0,1,8,3,NA,6,6,NA,NA,NA,NA,NA
345,T3,NA,2,5,NA,NA,presch,NA,NA,NA,0,0,0,0,10,0,NA,4,3,NA,NA,NA,NA,NA
348,T3,NA,2,9,NA,NA,sch,NA,NA,NA,3,0,3,4,7,10,NA,5,4,NA,NA,NA,NA,NA
354,T3,NA,2,9,NA,NA,sch,NA,NA,NA,2,10,4,4,6,20,NA,4,2,NA,NA,NA,NA,NA
359,T3,NA,1,4,NA,NA,presch,NA,NA,NA,0,0,0,0,10,0,NA,5,5,NA,NA,NA,NA,NA
369,T3,NA,2,6,NA,NA,sch,NA,NA,NA,2,3,1,1,5,7,NA,6,5,NA,NA,NA,NA,NA
370,T3,NA,2,5,NA,NA,presch,NA,NA,NA,0,3,1,2,6,6,NA,6,3,NA,NA,NA,NA,NA
372,T3,NA,2,8,NA,NA,sch,NA,NA,NA,2,6,1,1,5,10,NA,3,3,NA,NA,NA,NA,NA
374,T3,NA,2,4,NA,NA,presch,NA,NA,NA,0,1,2,2,8,5,NA,6,5,NA,NA,NA,NA,NA
375,T3,NA,2,8,NA,NA,sch,NA,NA,NA,2,2,0,1,9,5,NA,4,4,NA,NA,NA,NA,NA
382,T3,NA,2,5,NA,NA,presch,NA,NA,NA,4,4,5,4,5,17,NA,4,2,NA,NA,NA,NA,NA
399,T3,NA,2,6,NA,NA,sch,NA,NA,NA,8,4,9,6,9,27,NA,5,5,NA,NA,NA,NA,NA
400,T3,NA,2,4,NA,NA,presch,NA,NA,NA,0,0,0,2,9,2,NA,7,3,NA,NA,NA,NA,NA
402,T3,NA,2,6,NA,NA,sch,NA,NA,NA,1,0,0,0,10,1,NA,7,6,NA,NA,NA,NA,NA
405,T3,NA,1,6,NA,NA,presch,NA,NA,NA,0,0,0,2,10,2,NA,7,6,NA,NA,NA,NA,NA
406,T3,NA,2,5,NA,NA,presch,NA,NA,NA,1,4,3,2,7,10,NA,6,4,NA,NA,NA,NA,NA
414,T3,NA,2,6,NA,NA,sch,NA,NA,NA,4,5,4,2,0,15,NA,5,2,NA,NA,NA,NA,NA
416,T3,NA,2,4,NA,NA,presch,NA,NA,NA,3,9,5,4,8,21,NA,5,2,NA,NA,NA,NA,NA
419,T3,NA,2,6,NA,NA,sch,NA,NA,NA,3,6,2,4,4,15,NA,7,3,NA,NA,NA,NA,NA
423,T3,NA,2,7,NA,NA,sch,NA,NA,NA,0,0,0,3,7,3,NA,5,5,NA,NA,NA,NA,NA
425,T3,NA,2,6,NA,NA,sch,NA,NA,NA,0,0,0,3,10,3,NA,6,3,NA,NA,NA,NA,NA
428,T3,NA,2,8,NA,NA,sch,NA,NA,NA,1,1,0,0,4,2,NA,4,4,NA,NA,NA,NA,NA
429,T3,NA,2,6,NA,NA,sch,NA,NA,NA,3,8,4,4,8,19,NA,4,3,NA,NA,NA,NA,NA
431,T3,NA,2,8,NA,NA,sch,NA,NA,NA,3,5,0,1,2,9,NA,7,6,NA,NA,NA,NA,NA
436,T3,NA,2,8,NA,NA,sch,NA,NA,NA,3,3,3,5,7,14,NA,4,4,NA,NA,NA,NA,NA
441,T3,NA,1,9,NA,NA,sch,NA,NA,NA,6,8,4,5,5,23,NA,3,4,NA,NA,NA,NA,NA
447,T3,NA,2,8,NA,NA,sch,NA,NA,NA,2,2,4,4,7,12,NA,4,4,NA,NA,NA,NA,NA
448,T3,NA,2,8,NA,NA,sch,NA,NA,NA,2,3,1,3,3,9,NA,5,2,NA,NA,NA,NA,NA
452,T3,NA,2,4,NA,NA,presch,NA,NA,NA,4,1,1,1,6,7,NA,3,2,NA,NA,NA,NA,NA
454,T3,NA,2,4,NA,NA,presch,NA,NA,NA,1,4,0,1,6,6,NA,2,2,NA,NA,NA,NA,NA
461,T3,NA,2,7,NA,NA,sch,NA,NA,NA,0,2,0,6,6,8,NA,4,2,NA,NA,NA,NA,NA
462,T3,NA,2,8,NA,NA,sch,NA,NA,NA,1,2,0,0,8,3,NA,5,4,NA,NA,NA,NA,NA
464,T3,NA,2,4,NA,NA,presch,NA,NA,NA,2,1,1,0,5,4,NA,2,1,NA,NA,NA,NA,NA
465,T3,NA,2,6,NA,NA,sch,NA,NA,NA,3,8,1,2,3,14,NA,2,1,NA,NA,NA,NA,NA
470,T3,NA,2,6,NA,NA,sch,NA,NA,NA,2,0,3,3,6,8,NA,4,2,NA,NA,NA,NA,NA
482,T3,NA,2,4,NA,NA,presch,NA,NA,NA,2,3,1,2,2,8,NA,6,2,NA,NA,NA,NA,NA
489,T3,NA,2,6,NA,NA,sch,NA,NA,NA,0,1,0,1,6,2,NA,7,3,NA,NA,NA,NA,NA
492,T3,NA,2,6,NA,NA,sch,NA,NA,NA,2,2,0,0,9,4,NA,2,2,NA,NA,NA,NA,NA
496,T3,NA,2,7,NA,NA,sch,NA,NA,NA,0,2,2,4,7,8,NA,2,1,NA,NA,NA,NA,NA
501,T3,NA,2,8,NA,NA,sch,NA,NA,NA,3,4,3,4,5,14,NA,4,2,NA,NA,NA,NA,NA
502,T3,NA,2,6,NA,NA,sch,NA,NA,NA,1,2,1,0,6,4,NA,6,3,NA,NA,NA,NA,NA
505,T3,NA,2,7,NA,NA,sch,NA,NA,NA,0,1,0,5,7,6,NA,4,2,NA,NA,NA,NA,NA
516,T3,NA,2,5,NA,NA,presch,NA,NA,NA,1,8,3,6,6,18,NA,3,1,NA,NA,NA,NA,NA
517,T3,NA,2,4,NA,NA,presch,NA,NA,NA,2,2,4,4,3,12,NA,4,1,NA,NA,NA,NA,NA
526,T3,NA,2,7,NA,NA,sch,NA,NA,NA,1,3,5,3,8,12,NA,2,4,NA,NA,NA,NA,NA
527,T3,NA,2,5,NA,NA,presch,NA,NA,NA,2,4,3,1,8,10,NA,5,4,NA,NA,NA,NA,NA
533,T3,NA,2,6,NA,NA,presch,NA,NA,NA,2,3,0,2,7,7,NA,4,2,NA,NA,NA,NA,NA
535,T3,NA,2,5,NA,NA,presch,NA,NA,NA,2,7,3,1,8,13,NA,4,4,NA,NA,NA,NA,NA
539,T3,NA,2,8,NA,NA,sch,NA,NA,NA,3,6,1,2,4,12,NA,4,4,NA,NA,NA,NA,NA
543,T3,NA,2,7,NA,NA,sch,NA,NA,NA,3,6,4,1,7,14,NA,4,4,NA,NA,NA,NA,NA
544,T3,NA,2,4,NA,NA,presch,NA,NA,NA,3,6,6,1,9,16,NA,6,3,NA,NA,NA,NA,NA
554,T3,NA,2,5,NA,NA,presch,NA,NA,NA,2,6,2,0,5,10,NA,3,3,NA,NA,NA,NA,NA
557,T3,NA,2,6,NA,NA,sch,NA,NA,NA,0,2,0,0,10,2,NA,4,3,NA,NA,NA,NA,NA
558,T3,NA,2,8,NA,NA,sch,NA,NA,NA,0,0,4,2,9,6,NA,3,1,NA,NA,NA,NA,NA
559,T3,NA,2,7,NA,NA,sch,NA,NA,NA,1,3,1,2,5,7,NA,3,3,NA,NA,NA,NA,NA
561,T3,NA,2,9,NA,NA,sch,NA,NA,NA,0,0,5,2,8,7,NA,4,3,NA,NA,NA,NA,NA
573,T3,NA,2,6,NA,NA,sch,NA,NA,NA,1,2,3,3,4,9,NA,4,4,NA,NA,NA,NA,NA
576,T3,NA,1,9,NA,NA,sch,NA,NA,NA,4,8,3,4,5,19,NA,4,1,NA,NA,NA,NA,NA
577,T3,NA,2,4,NA,NA,presch,NA,NA,NA,2,4,1,3,3,10,NA,2,1,NA,NA,NA,NA,NA
594,T3,NA,2,6,NA,NA,sch,NA,NA,NA,2,4,5,2,4,13,NA,5,2,NA,NA,NA,NA,NA
599,T3,NA,2,7,NA,NA,sch,NA,NA,NA,4,4,5,2,5,15,NA,3,2,NA,NA,NA,NA,NA
603,T3,NA,2,6,NA,NA,sch,NA,NA,NA,3,3,1,1,10,8,NA,5,2,NA,NA,NA,NA,NA
613,T3,NA,2,4,NA,NA,presch,NA,NA,NA,4,5,5,5,4,19,NA,4,6,NA,NA,NA,NA,NA
635,T3,NA,2,6,NA,NA,sch,NA,NA,NA,3,6,4,4,7,17,NA,5,4,NA,NA,NA,NA,NA
639,T3,NA,2,4,NA,NA,presch,NA,NA,NA,1,5,2,2,5,10,NA,5,2,NA,NA,NA,NA,NA
647,T3,NA,2,7,NA,NA,sch,NA,NA,NA,2,2,3,3,9,10,NA,4,1,NA,NA,NA,NA,NA
654,T3,NA,2,5,NA,NA,presch,NA,NA,NA,0,2,0,3,5,5,NA,7,3,NA,NA,NA,NA,NA
655,T3,NA,2,4,NA,NA,presch,NA,NA,NA,3,9,3,4,1,19,NA,4,3,NA,NA,NA,NA,NA
664,T3,NA,2,8,NA,NA,sch,NA,NA,NA,3,6,2,4,9,15,NA,7,4,NA,NA,NA,NA,NA
668,T3,NA,2,8,NA,NA,sch,NA,NA,NA,1,1,0,1,6,3,NA,3,3,NA,NA,NA,NA,NA
691,T3,NA,2,4,NA,NA,presch,NA,NA,NA,0,2,1,3,2,6,NA,4,2,NA,NA,NA,NA,NA
