id,time,res_age,res_gender,ch_ageY,ch_ageM,ch_gender,school,fa_num,sib_num,education,conduct,hyperactive,emotional,peer,prosocial,sdq_sum,ch_sh,ios_cg,ios_oth,scr_time,outside_playing,lessons,excludeT1T2,excludeT2T3
196,T2,30,2,0,3,1,inf,4,2,4,2,7,1,5,0,15,NA,7,1,0,0.035714286,0.214285714,NA,excluded
198,T2,30,2,0,6,2,inf,4,2,2,7,9,6,1,7,23,NA,7,2,2.071428572,0,0,NA,excluded
200,T2,33,2,1,19,2,inf,5,3,2,1,2,0,2,4,5,NA,7,3,1,1,0,NA,excluded
201,T2,38,2,1,13,2,inf,3,1,5,1,4,0,2,1,7,2,6,3,1.535714286,0.5,0,NA,excluded
203,T2,50,2,9,118,2,sch,4,1,4,0,0,0,0,9,0,2,3,3,2.285714286,2,0.214285714,NA,excluded
205,T2,43,2,5,60,1,presch,4,2,4,3,8,4,2,9,17,2,6,5,3.357142857,1,0,NA,adopted
209,T2,34,1,1,22,2,inf,4,2,4,3,5,0,4,0,12,NA,5,2,3,0.5,0,NA,excluded
212,T2,35,2,3,46,2,inf,4,2,2,2,2,3,2,7,9,1,5,4,0.785714286,0.25,0,NA,excluded
213,T2,38,2,2,24,1,inf,4,2,3,3,5,0,5,0,13,2,5,2,2.071428571,0.035714286,0,NA,excluded
214,T2,48,2,9,119,1,sch,4,2,2,0,0,0,0,8,0,2,6,2,0.321428571,0.035714286,0,NA,excluded
216,T2,36,2,2,33,1,inf,3,1,4,2,4,4,1,5,11,NA,7,4,6,2,0.214285714,NA,excluded
218,T2,45,2,9,111,2,sch,3,1,2,0,3,4,2,10,9,2,7,4,1.5,0.035714286,0.214285714,NA,excluded
219,T2,30,2,0,3,2,inf,4,2,4,4,4,4,5,3,17,NA,4,4,0.25,0.107142857,0,NA,excluded
220,T2,32,2,4,58,1,presch,8,1,4,3,2,3,0,6,8,2,6,5,3.285714286,0.5,0,NA,excluded
227,T2,31,2,1,23,2,inf,3,2,2,0,4,0,1,6,5,2,6,3,2.357142857,0.25,0,NA,excluded
229,T2,42,2,9,115,2,sch,6,4,3,4,5,6,5,4,20,2,6,2,2.714285714,2,0,NA,excluded
231,T2,49,2,6,80,1,presch,5,3,4,1,3,0,5,5,9,2,4,3,4.142857143,1,0.428571429,NA,excluded
234,T2,28,2,3,37,2,inf,4,2,2,0,8,3,2,4,13,2,3,1,1.214285714,0.5,0.107142857,NA,excluded
236,T2,47,2,5,66,2,presch,4,2,2,1,3,2,0,7,6,2,5,2,2.178571429,0.5,0,NA,adopted
237,T2,51,2,8,96,1,sch,2,1,2,2,3,3,5,5,13,1,7,2,3.25,1,0.107142857,NA,excluded
239,T2,44,2,8,102,2,sch,4,2,4,4,4,0,2,0,10,2,5,3,2.571428572,0.5,1,NA,excluded
240,T2,35,2,5,70,2,presch,4,2,2,2,3,2,3,8,10,1,1,3,1.071428571,0.5,0,NA,excluded
242,T2,35,2,2,26,2,inf,3,1,3,2,4,1,4,3,11,2,5,2,1.285714285,0.25,0,NA,excluded
243,T2,34,2,2,32,2,inf,5,3,2,2,5,1,3,0,11,2,6,4,0.25,0.071428571,0,NA,excluded
244,T2,44,2,5,66,1,presch,4,2,3,4,4,0,4,5,12,2,5,3,3.571428572,0.107142857,0.214285714,NA,excluded
245,T2,40,2,2,33,1,inf,4,1,4,1,5,3,2,3,11,NA,3,3,1.285714286,1,0,NA,excluded
246,T2,38,2,7,93,1,sch,3,3,5,2,3,0,1,4,6,2,4,4,2.607142857,0.107142857,0.107142857,NA,excluded
249,T2,40,2,5,68,1,presch,3,1,4,4,6,1,1,5,12,2,5,3,2.785714286,0.25,0.214285714,NA,adopted
250,T2,34,2,8,106,1,sch,4,2,4,2,4,0,3,2,9,2,3,2,0.285714285,0.214285714,0.5,NA,excluded
251,T2,43,2,9,108,2,sch,4,2,3,3,4,5,4,6,16,2,5,4,2.5,0,0.5,NA,excluded
252,T2,40,2,9,114,1,sch,6,4,4,10,9,0,6,0,25,2,1,1,1.357142857,0.035714286,0,NA,excluded
253,T2,42,2,7,94,2,sch,4,2,4,1,3,0,1,7,5,2,3,2,1.321428571,1,0.5,NA,adopted
255,T2,34,2,2,35,1,inf,4,2,3,3,5,2,3,3,13,2,6,4,2.464285715,2,0.214285714,NA,excluded
257,T2,37,2,8,96,2,sch,4,2,4,2,5,2,4,2,13,2,2,1,1.071428571,0.107142857,0,NA,excluded
258,T2,32,2,0,6,1,inf,3,1,4,2,4,0,6,0,12,4,7,5,1.035714286,0.214285714,0,NA,excluded
261,T2,42,2,5,64,2,presch,3,1,2,1,2,0,3,6,6,2,4,2,7.25,1,0,NA,adopted
263,T2,30,2,6,82,2,sch,5,1,4,1,5,0,3,5,9,2,4,2,4.071428571,0.214285714,0.214285714,NA,adopted
264,T2,42,2,8,102,1,sch,3,1,4,2,2,0,3,3,7,2,4,3,1.25,2,0.214285714,NA,excluded
267,T2,36,2,7,91,1,sch,4,2,3,3,5,0,1,4,9,2,2,2,2.321428571,0.214285714,0,NA,adopted
268,T2,46,2,7,92,2,sch,4,2,3,1,4,0,1,5,6,2,1,1,1.607142857,0.107142857,0.25,NA,excluded
272,T2,39,2,8,106,2,sch,5,4,4,0,0,0,0,7,0,2,1,1,1.142857143,2,0.5,NA,adopted
274,T2,35,2,2,34,1,inf,3,1,3,3,4,0,6,5,13,NA,2,1,1.714285714,0.107142857,0,NA,excluded
275,T2,45,2,9,112,1,sch,5,3,3,4,1,3,1,7,9,2,4,3,2.285714286,2,0.5,NA,excluded
276,T2,34,2,6,80,2,sch,3,1,2,2,4,0,4,5,10,2,4,4,3.107142857,0.428571429,0,NA,adopted
278,T2,27,2,1,17,1,inf,3,1,3,1,4,0,2,3,7,NA,7,5,1.5,1,0,NA,excluded
281,T2,42,2,7,91,1,sch,4,2,4,3,8,4,3,0,18,2,3,3,2.428571428,0,0.214285714,NA,excluded
283,T2,48,2,9,110,2,sch,3,1,3,2,0,1,1,10,4,2,7,7,8.714285714,0.214285714,0.214285714,NA,adopted
284,T2,35,2,6,80,1,sch,4,2,3,4,2,1,1,0,8,2,3,3,4.285714286,2,0.107142857,NA,excluded
285,T2,36,2,0,0,2,inf,4,2,3,8,6,10,6,10,30,7,7,6,0.5,0,0,NA,excluded
286,T2,38,2,7,92,1,sch,3,1,4,2,5,5,3,5,15,1,7,4,0.535714286,0.071428571,1,NA,adopted
288,T2,42,2,6,78,1,sch,4,2,4,1,3,2,0,4,6,2,4,4,1.25,3,0.428571429,NA,excluded
291,T2,42,2,9,108,1,sch,4,2,4,6,8,3,5,4,22,2,5,1,2.428571428,0.035714286,0.5,NA,adopted
292,T2,37,1,3,37,1,inf,4,2,2,5,7,4,3,1,19,2,2,2,3.071428571,0.071428571,0,NA,excluded
294,T2,47,1,8,98,1,sch,5,3,4,4,4,3,0,8,11,2,4,4,2.285714286,0.25,0.071428571,NA,excluded
295,T2,35,2,6,80,1,sch,4,2,3,5,4,0,1,0,10,2,3,3,3.357142857,2,0.107142857,NA,adopted
296,T2,32,2,8,104,1,sch,3,2,2,5,5,5,4,6,19,2,4,4,3.214285714,2,0.5,NA,excluded
298,T2,39,2,4,51,2,presch,5,3,3,2,3,1,2,5,8,2,5,2,2.285714286,0.25,0.107142857,NA,excluded
301,T2,48,2,6,75,2,presch,5,1,3,2,5,1,2,7,10,2,2,3,4.464285715,3,0.428571429,NA,adopted
302,T2,32,2,2,35,2,inf,3,1,4,2,5,0,3,4,10,NA,7,4,3.464285714,2,0,NA,excluded
304,T2,43,2,9,114,1,sch,5,3,3,0,1,6,3,9,10,2,1,1,2.928571429,0.035714286,0,NA,excluded
307,T2,49,2,5,70,2,presch,3,1,3,1,2,2,2,6,7,2,7,5,3.285714285,1,0.214285714,NA,excluded
308,T2,34,2,1,18,2,inf,3,1,4,2,7,0,5,0,14,NA,2,1,2.142857143,0.214285714,0,NA,excluded
309,T2,25,2,1,12,2,inf,3,1,3,1,5,0,3,0,9,NA,6,2,1.107142857,0,0,NA,excluded
310,T2,50,2,8,104,2,sch,3,1,2,1,1,0,2,8,4,2,7,3,0.535714285,0.5,0.214285714,NA,adopted
312,T2,38,2,7,94,1,sch,3,2,3,1,4,2,3,4,10,2,4,3,3.25,0.428571429,0.5,NA,adopted
316,T2,41,2,7,88,2,sch,5,3,2,2,3,0,3,3,8,2,6,3,4.535714286,0.035714286,0.107142857,NA,excluded
318,T2,46,2,9,118,2,sch,4,1,2,2,4,4,3,6,13,2,7,2,5.25,0,0,NA,excluded
319,T2,26,2,1,12,2,inf,3,1,4,6,7,6,6,7,25,NA,7,1,0.714285714,1,0,NA,excluded
322,T2,43,2,9,119,1,sch,5,2,4,2,4,1,7,0,14,2,4,1,2.785714286,0.035714286,0.214285714,NA,excluded
323,T2,37,2,5,68,2,presch,4,2,4,0,2,0,2,7,4,2,6,4,2.535714286,1,0.214285714,NA,adopted
324,T2,41,2,8,96,2,sch,4,2,4,1,0,0,2,8,3,2,4,2,2.535714286,0.214285714,1,NA,adopted
325,T2,35,2,0,9,1,inf,3,1,3,4,4,0,0,2,8,1,4,3,1.142857143,0.5,0,NA,excluded
326,T2,38,2,4,59,2,presch,3,1,3,3,5,1,1,7,10,2,7,7,3.535714286,1,0,NA,adopted
327,T2,30,2,1,14,1,inf,3,1,4,1,2,0,3,8,6,NA,7,3,2.5,2,0,NA,excluded
328,T2,34,2,3,47,1,inf,5,1,4,2,5,3,0,5,10,2,6,3,5,2,0,NA,excluded
330,T2,39,2,5,63,1,presch,4,2,4,2,4,2,1,7,9,2,2,2,5,1,1,NA,excluded
332,T2,38,2,9,110,2,sch,3,1,4,0,1,0,1,9,2,2,7,4,0.821428571,0.214285714,0.214285714,NA,adopted
334,T2,46,2,7,85,2,sch,3,2,4,1,1,0,2,5,4,2,3,2,2.392857143,0.035714286,0.107142857,NA,excluded
337,T2,34,2,1,13,1,inf,3,1,4,4,6,1,4,0,15,NA,7,1,4,2,0,NA,excluded
338,T2,28,2,2,33,1,inf,3,1,2,4,7,4,2,5,17,2,7,2,1.071428572,1,0,NA,excluded
339,T2,39,2,7,95,1,sch,3,1,2,3,3,4,5,8,15,2,7,3,2,0.214285714,0.5,NA,excluded
340,T2,42,2,3,40,1,inf,4,2,4,1,2,0,2,5,5,2,3,5,0.714285714,0.107142857,0.214285714,NA,excluded
343,T2,47,2,3,44,2,inf,4,2,4,1,3,1,2,4,7,2,4,4,1.785714286,0.25,0,NA,excluded
345,T2,47,2,5,67,2,presch,6,2,5,0,0,0,0,10,0,2,4,3,0,0.5,0.214285714,NA,adopted
347,T2,39,2,6,81,2,sch,3,1,3,1,1,2,1,10,5,1,7,4,3,2,0.214285714,NA,excluded
348,T2,39,2,9,108,2,sch,3,1,3,2,1,4,4,9,11,2,4,3,0.892857143,0.035714286,0.5,NA,adopted
349,T2,40,2,3,39,2,inf,4,1,3,2,4,4,3,9,13,1,5,3,2.285714286,0.5,0.035714286,NA,excluded
350,T2,41,2,1,17,2,inf,3,1,3,2,5,1,5,2,13,NA,3,2,3.25,0.107142857,0,NA,excluded
351,T2,36,2,0,6,2,inf,4,2,4,0,1,0,1,9,2,NA,7,2,1,0.035714286,0,NA,excluded
353,T2,40,1,6,74,2,sch,4,2,5,5,5,3,1,5,14,2,4,2,1.178571429,0.25,0.428571429,NA,excluded
354,T2,36,2,9,110,1,sch,3,1,4,3,6,4,2,7,15,2,3,2,5.821428571,0.035714286,0.25,NA,adopted
355,T2,38,2,6,80,2,sch,4,2,4,2,2,0,3,5,7,2,5,4,2.785714286,0.214285714,0.214285714,NA,excluded
358,T2,33,2,3,43,1,inf,4,2,4,2,3,1,1,4,7,2,6,4,2,0.5,0.5,NA,excluded
359,T2,44,1,4,55,1,presch,4,2,5,0,0,0,2,10,2,2,4,2,1.285714285,1,0,NA,adopted
360,T2,39,2,1,18,2,inf,3,1,4,2,4,0,3,5,9,2,6,2,2.25,1,0.035714286,NA,excluded
361,T2,35,2,0,1,1,inf,6,2,3,3,4,4,1,9,12,2,5,2,1.035714286,0.5,0,NA,excluded
362,T2,47,2,9,117,1,sch,3,1,2,4,3,6,3,6,16,2,3,1,3.035714286,0.214285714,0.214285714,NA,excluded
364,T2,42,2,3,41,2,inf,3,1,3,5,6,4,5,2,20,2,7,2,2.107142857,0.5,0.214285714,NA,excluded
365,T2,36,2,5,61,2,presch,3,1,4,1,2,0,4,8,7,2,4,4,2.357142857,0.5,0.107142857,NA,excluded
366,T2,40,2,9,117,2,sch,4,2,4,1,4,0,2,6,7,2,5,2,3.785714286,0.107142857,0.107142857,NA,excluded
369,T2,37,2,6,83,2,sch,4,2,4,2,2,3,3,5,10,2,7,4,1.714285714,1,0.214285714,NA,adopted
370,T2,42,2,5,61,1,presch,4,2,3,0,3,1,2,8,6,2,6,3,3.214285714,0.035714286,0,NA,adopted
372,T2,43,2,8,99,2,sch,5,3,4,3,5,2,1,8,11,2,5,3,2.142857142,0.214285714,0.5,NA,adopted
374,T2,39,2,4,52,2,presch,4,2,3,1,4,0,1,8,6,2,6,4,2.5,0.5,0,NA,adopted
375,T2,49,2,8,103,2,sch,7,3,2,2,2,0,1,10,5,2,4,3,2.035714286,0.5,0.107142857,NA,adopted
377,T2,39,2,9,114,1,sch,3,2,3,4,0,7,0,10,11,2,5,2,12.07142857,0.5,0,NA,excluded
378,T2,42,2,9,116,2,sch,4,2,3,0,1,0,1,8,2,2,5,3,0.571428572,1,0.428571429,NA,excluded
380,T2,36,2,2,26,1,inf,3,1,4,0,4,0,0,9,4,2,5,4,1.214285714,2,0.035714286,NA,excluded
381,T2,32,2,2,25,1,inf,3,1,5,2,5,6,5,2,18,2,7,7,4.107142857,1.5,0,NA,excluded
382,T2,38,2,5,61,2,presch,4,2,3,5,5,4,5,5,19,2,7,3,1.071428571,0.214285714,0,NA,adopted
383,T2,46,2,8,101,2,sch,5,3,4,3,6,2,1,7,12,2,5,4,3.107142857,1,0.071428571,NA,excluded
384,T2,43,2,2,33,1,inf,6,4,2,0,1,0,4,2,5,NA,7,3,0.535714286,2,0,NA,excluded
385,T2,38,2,3,37,2,inf,3,1,3,3,0,7,6,8,16,NA,5,2,3.071428572,1,0,NA,excluded
387,T2,30,2,2,28,1,inf,4,2,4,1,3,0,2,5,6,2,2,1,0.428571428,0.5,0.071428571,NA,excluded
388,T2,29,2,0,0,1,inf,4,2,2,2,0,2,0,10,4,7,2,1,1,0.107142857,0,NA,excluded
389,T2,50,2,8,103,2,sch,3,2,3,1,2,2,3,5,8,2,4,3,2.035714286,0.035714286,0,NA,excluded
393,T2,32,2,0,6,2,inf,4,2,4,2,5,0,4,0,11,NA,6,1,4,2,0,NA,excluded
394,T2,38,2,0,0,1,inf,5,3,4,2,6,2,3,1,13,NA,7,1,1,0.035714286,0,NA,excluded
395,T2,45,2,7,88,1,sch,3,1,4,1,0,2,5,7,8,1,4,2,2.857142857,0.035714286,0.5,NA,excluded
397,T2,35,2,0,10,2,inf,4,2,3,1,4,0,4,0,9,NA,2,1,2.25,1,0.214285714,NA,excluded
398,T2,39,2,1,13,2,inf,3,1,2,4,8,1,4,4,17,2,7,5,1.5,0.214285714,0,NA,excluded
399,T2,45,2,6,78,1,sch,4,2,4,5,4,6,6,7,21,2,7,2,2,2,2,NA,adopted
400,T2,37,2,4,52,2,presch,5,3,3,4,8,8,5,5,25,2,2,1,0.5,0.5,0.214285714,NA,adopted
401,T2,44,2,0,8,1,inf,9,3,5,4,0,4,8,6,16,2,6,1,0.5,0.5,0,NA,excluded
402,T2,33,2,6,82,1,sch,4,2,2,1,0,2,1,5,4,2,5,5,3.535714286,1,2,NA,adopted
403,T2,40,2,1,22,1,inf,3,1,2,3,6,0,4,4,13,NA,3,6,2.035714286,1,0,NA,excluded
404,T2,35,2,2,32,1,inf,4,2,4,1,1,1,1,4,4,2,4,4,1.035714286,0.214285714,0,NA,excluded
405,T2,36,1,6,77,1,presch,5,3,4,0,0,0,2,9,2,4,7,4,6,2,0.5,NA,adopted
406,T2,38,2,5,67,1,presch,3,1,4,1,3,2,2,6,8,2,6,5,3.607142857,0.5,0,NA,adopted
411,T2,24,2,0,3,1,inf,3,1,3,2,6,0,4,1,12,NA,1,1,3.5,0,0,NA,excluded
412,T2,50,1,5,66,2,presch,3,1,4,0,4,2,4,4,10,2,5,6,1.321428572,0.035714286,0,NA,excluded
413,T2,37,2,3,45,2,inf,4,2,4,2,2,3,1,5,8,1,4,3,2.178571428,0.25,0,NA,excluded
414,T2,37,2,6,75,1,sch,4,2,3,3,3,3,4,2,13,2,2,1,2.607142857,0.035714286,0.5,NA,adopted
415,T2,38,2,4,52,2,presch,3,1,5,2,6,2,2,3,12,2,4,1,1.25,0.5,0,NA,excluded
416,T2,44,2,4,57,2,presch,5,3,2,4,6,2,5,9,17,7,7,1,2.571428571,0,0,NA,adopted
419,T2,41,2,6,73,1,sch,4,2,3,1,6,2,4,4,13,2,7,2,5.571428572,0.214285714,0,NA,adopted
421,T2,47,2,5,65,1,presch,7,5,3,0,1,0,1,10,2,2,6,4,2.464285715,1,0,NA,excluded
423,T2,38,2,7,95,1,sch,3,1,3,0,0,2,2,10,4,1,4,4,1.5,0.428571429,0.5,NA,adopted
424,T2,29,2,3,44,1,inf,4,2,3,3,2,2,2,7,9,2,5,3,1,0.5,0,NA,excluded
425,T2,45,2,6,83,2,sch,4,2,3,0,0,2,2,10,4,2,6,4,3.178571428,0.071428571,0,NA,adopted
426,T2,25,2,2,33,1,inf,4,2,2,4,6,5,4,5,19,1,6,6,0.321428571,1,0,NA,excluded
428,T2,42,2,8,105,1,sch,4,2,4,1,0,0,0,5,1,2,2,3,1.607142857,1,0.214285714,NA,adopted
429,T2,39,2,6,79,1,sch,3,1,2,2,9,1,2,7,14,2,3,3,0.428571428,0.5,0.428571429,NA,adopted
430,T2,33,2,0,8,2,inf,3,1,4,0,2,4,4,6,10,NA,6,1,1.214285714,1,0,NA,excluded
431,T2,38,2,8,106,1,sch,3,2,3,2,4,1,2,7,9,2,6,5,4.75,2,0.428571429,NA,adopted
433,T2,45,2,5,66,1,presch,5,3,3,1,7,2,3,3,13,2,4,2,2.428571428,0.5,1,NA,excluded
435,T2,48,1,5,71,1,presch,3,1,5,1,4,1,1,7,7,2,1,1,3.178571428,1,0.107142857,NA,excluded
436,T2,41,2,8,99,2,sch,3,1,2,2,3,6,4,9,15,2,4,4,4.25,0.035714286,0,NA,adopted
438,T2,30,2,0,2,1,inf,5,3,3,2,6,1,5,0,14,NA,7,1,0.607142857,0.035714286,0,NA,excluded
439,T2,46,1,8,107,1,sch,5,3,2,3,6,2,2,5,13,2,7,1,9.035714286,0.035714286,0.214285714,NA,excluded
441,T2,49,1,9,111,1,sch,5,3,5,6,3,3,5,5,17,2,4,4,2.214285714,0.142857143,0.214285714,NA,adopted
444,T2,36,2,3,37,1,inf,5,3,3,1,2,0,1,6,4,NA,5,6,1.071428571,2,0,NA,excluded
447,T2,42,2,8,105,2,sch,3,1,3,2,3,2,2,5,9,2,4,4,3.571428572,0.214285714,0.428571429,NA,adopted
448,T2,39,2,8,98,1,sch,5,2,2,2,5,1,4,3,12,2,5,1,6.142857143,0.214285714,0.214285714,NA,adopted
449,T2,43,2,9,114,2,sch,3,1,4,2,7,5,9,5,23,2,5,2,4.214285714,0.071428571,0.214285714,NA,excluded
452,T2,31,2,4,51,2,presch,4,2,4,2,2,1,1,4,6,2,5,2,2.107142857,1,0.214285714,NA,adopted
454,T2,40,2,4,48,2,presch,5,3,4,2,5,2,1,6,10,2,1,1,0.714285714,1,0,NA,adopted
455,T2,36,2,5,62,1,presch,3,1,3,6,10,6,7,3,29,2,6,1,3.928571429,0.035714286,0.035714286,NA,excluded
456,T2,45,2,3,41,1,inf,3,1,3,2,6,0,1,2,9,2,4,2,1.857142857,2,0.035714286,NA,excluded
458,T2,32,2,0,0,1,inf,4,2,4,2,7,0,3,1,12,NA,4,1,7.5,0.428571429,0,NA,excluded
459,T2,38,2,9,112,2,sch,4,2,3,2,2,2,2,5,8,2,6,4,3.714285714,1,0.214285714,NA,excluded
461,T2,42,2,7,84,1,sch,3,1,3,0,1,0,5,6,6,2,6,1,1.535714286,0.5,0.428571429,NA,adopted
462,T2,45,2,8,97,1,sch,5,2,3,3,3,0,0,8,6,2,4,3,4.964285714,0.25,0,NA,adopted
464,T2,33,2,4,57,2,presch,5,2,2,2,3,1,3,6,9,2,4,2,0.821428571,1,0,NA,adopted
465,T2,34,2,6,81,1,sch,5,3,2,3,7,0,2,3,12,2,2,2,3.285714285,0.071428571,0,NA,adopted
466,T2,39,2,6,76,1,sch,6,2,3,2,3,1,5,5,11,2,5,3,3.678571428,0.5,0,NA,excluded
467,T2,38,2,8,101,1,sch,5,2,4,3,7,4,0,4,14,2,5,2,5.107142857,0.071428571,0.214285714,NA,excluded
468,T2,37,2,7,95,2,sch,6,4,2,3,4,0,4,4,11,2,5,3,2.464285714,0.142857143,0.428571429,NA,excluded
470,T2,35,2,6,78,2,sch,4,2,3,2,2,3,2,4,9,2,4,2,4.142857143,0.214285714,0.214285714,NA,adopted
474,T2,29,2,2,24,2,inf,4,2,4,3,6,2,2,5,13,NA,7,1,2,0.214285714,0,NA,excluded
475,T2,38,2,2,35,2,inf,3,1,4,4,3,1,5,6,13,NA,7,1,2.607142857,0.5,0.214285714,NA,excluded
476,T2,31,2,2,26,2,inf,3,1,4,5,5,5,5,5,20,NA,2,2,1.357142857,0.5,0.5,NA,excluded
479,T2,35,2,4,58,1,presch,3,1,3,0,2,3,4,8,9,2,7,5,2.571428571,0.5,0.214285714,NA,excluded
480,T2,40,2,3,47,1,inf,4,2,3,3,8,3,4,0,18,2,1,1,13.03571429,0.5,0,NA,excluded
482,T2,41,2,4,55,2,presch,4,2,4,1,2,0,3,3,6,2,6,3,0.5,0.5,0.5,NA,adopted
483,T2,34,2,9,112,1,sch,5,3,4,9,10,4,4,8,27,2,3,3,2.071428571,2,0,NA,excluded
486,T2,39,2,1,20,1,inf,4,2,3,2,8,0,2,4,12,2,7,5,4,0.5,0,NA,excluded
487,T2,31,2,3,44,2,inf,3,1,4,2,4,5,2,8,13,2,7,1,4.785714286,0.5,0,NA,excluded
488,T2,41,2,1,13,2,inf,5,3,3,3,5,2,6,5,16,NA,5,1,1.5,0.214285714,0,NA,excluded
489,T2,37,2,6,77,2,sch,4,2,2,1,3,0,1,6,5,2,7,3,2.285714286,0.214285714,0.214285714,NA,adopted
492,T2,39,2,6,74,1,sch,6,2,4,2,5,1,1,7,9,2,2,2,0.714285714,1,0,NA,adopted
495,T2,45,2,9,113,1,sch,4,2,3,3,5,0,0,2,8,2,3,3,5.785714286,0.035714286,0.5,NA,excluded
496,T2,41,2,7,89,2,sch,3,1,5,0,3,2,4,6,9,2,4,1,0.714285715,0,0.107142857,NA,adopted
498,T2,46,2,6,74,1,sch,5,3,4,3,9,2,2,8,16,2,2,3,2.785714285,0.25,0,NA,excluded
501,T2,42,2,8,106,2,sch,3,1,3,1,3,4,1,7,9,2,4,2,2.071428571,0.035714286,0.107142857,NA,adopted
502,T2,35,2,6,80,2,sch,6,1,3,1,1,3,1,4,6,2,7,4,1.607142857,0.5,0,NA,adopted
504,T2,34,2,9,112,1,sch,2,1,3,2,6,1,6,7,15,2,6,1,6.25,0.107142857,0.107142857,NA,excluded
505,T2,34,2,7,90,2,sch,4,2,2,1,2,0,6,6,9,2,5,1,1.178571429,0.107142857,0,NA,adopted
506,T2,38,2,7,88,1,sch,5,3,3,3,5,1,4,5,13,2,7,1,3.535714286,0.214285714,0,NA,excluded
507,T2,36,2,2,31,2,inf,4,2,4,3,5,0,4,2,12,2,5,2,1.392857143,0.035714286,0,NA,excluded
508,T2,30,2,0,10,2,inf,6,1,2,4,5,1,5,1,15,NA,4,1,1.607142857,1,0,NA,excluded
509,T2,38,1,3,45,2,inf,3,1,5,0,1,0,1,8,2,2,6,6,1.5,0.5,0.214285714,NA,excluded
510,T2,35,2,2,27,2,inf,3,1,3,2,6,0,1,5,9,NA,7,2,4.142857143,1,0.214285714,NA,excluded
511,T2,45,2,9,117,2,sch,3,1,4,0,0,1,3,9,4,2,3,2,1.357142857,0.035714286,0,NA,excluded
514,T2,22,2,2,30,2,inf,3,1,4,1,1,0,1,7,3,2,6,3,0.214285714,0.107142857,0,NA,excluded
515,T2,31,2,4,50,1,presch,3,1,2,6,6,2,6,6,20,2,5,3,0.142857142,1,0.214285714,NA,excluded
516,T2,40,2,5,63,2,presch,3,1,2,2,8,3,7,8,20,2,3,1,3.285714286,0.035714286,0,NA,adopted
517,T2,48,2,4,49,2,presch,3,1,2,4,3,4,3,4,14,2,1,1,4.071428571,0.25,0,NA,adopted
518,T2,45,2,9,117,2,sch,4,2,2,3,4,3,3,8,13,2,7,5,4.428571429,0.107142857,0.5,NA,excluded
519,T2,39,2,7,93,2,sch,3,2,3,2,6,2,2,1,12,2,4,2,6.5,0.035714286,0.5,NA,excluded
522,T2,42,2,3,40,1,inf,4,2,3,1,4,1,2,5,8,2,5,2,3.5,1,0,NA,excluded
523,T2,46,2,9,114,1,sch,3,1,4,3,5,0,2,2,10,2,4,6,3.035714286,0.5,2,NA,excluded
525,T2,28,2,1,23,1,inf,3,1,4,2,5,2,6,3,15,2,2,6,0,0,0,NA,excluded
526,T2,33,2,7,89,2,sch,3,1,4,2,2,6,4,8,14,2,4,2,4.035714286,0.107142857,0.428571429,NA,adopted
527,T2,40,2,5,70,1,presch,3,1,3,1,5,3,3,5,12,2,4,3,0.785714286,0.5,0.107142857,NA,adopted
531,T2,31,2,0,4,1,inf,4,2,5,3,6,0,4,0,13,NA,1,1,0.5,1,0,NA,excluded
533,T2,43,2,6,73,2,presch,3,1,4,3,3,1,1,5,8,2,4,2,2.785714286,0.5,0.5,NA,adopted
534,T2,42,2,7,92,2,sch,4,2,3,2,3,4,2,6,11,2,5,4,1.642857143,2,0.5,NA,excluded
535,T2,36,2,5,61,2,presch,5,1,2,3,6,2,2,10,13,2,5,3,2.035714286,0.5,0.214285714,NA,adopted
536,T2,41,2,2,28,1,inf,3,1,4,2,4,3,5,4,14,NA,6,3,6,0.5,0,NA,excluded
537,T2,30,1,1,22,1,inf,3,1,4,4,5,4,3,5,16,2,6,4,2,0.214285714,0.214285714,NA,excluded
538,T2,31,2,3,43,1,inf,3,1,2,1,4,1,3,3,9,2,7,3,2.071428571,0.5,0,NA,excluded
539,T2,47,2,8,107,2,sch,3,1,4,3,4,1,1,6,9,2,6,3,3.535714286,0.035714286,0.214285714,NA,adopted
541,T2,26,2,0,6,2,inf,3,1,3,1,4,1,3,2,9,NA,7,2,0.071428572,0.035714286,0.035714286,NA,excluded
543,T2,48,2,7,95,2,sch,3,1,3,2,6,4,1,6,13,2,4,4,3.107142857,0.25,0,NA,adopted
544,T2,36,2,4,49,1,presch,4,2,4,1,6,1,3,6,11,2,5,3,1.964285714,0.5,0,NA,adopted
545,T2,38,2,1,14,1,inf,5,1,4,4,6,0,3,0,13,2,2,1,1.142857143,1,0,NA,excluded
547,T2,34,2,1,22,1,inf,3,1,3,3,5,1,5,6,14,1,6,4,3,0.5,0,NA,excluded
548,T2,29,2,0,11,2,inf,3,1,4,1,4,0,2,2,7,NA,4,1,1.5,0.5,0,NA,excluded
549,T2,43,2,4,51,2,presch,5,3,2,2,4,1,3,5,10,2,3,3,1.714285714,0.5,0.214285714,NA,excluded
552,T2,41,1,0,6,2,inf,5,1,4,1,4,1,1,4,7,NA,6,4,2.107142857,1,0.071428571,NA,excluded
553,T2,44,2,9,115,2,sch,5,3,4,0,2,1,0,7,3,2,3,5,3.035714286,2,1,NA,excluded
554,T2,37,2,5,60,1,presch,2,2,4,1,5,1,1,4,8,2,4,3,3.75,0.5,1,NA,adopted
